ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Gloss,MWE_Structure,Main_Entry,Morphology,Variant_Form
rapi,tio,rapi,n2,avana ; vuhun,,,,,
rapisi_1,tio,rapisi,n3,hukepe ; sunuu_3,,,,,
rapisi_2,tio,rapisi,vt,garas ; subui_1,,,,,rapis
rapisi_3,tio,rapisi,vt/vd,,,,,,rapis
rara,tio,rara,tam,LX000076 ; kahi_1 ; na_1 ; pasi ; LX000037,1PL.IN.IPFV,,,rara,ra=; =ra
raraaguu,tio,raraaguu,adj,raagu ; tapetaperete,RED-grillie,,,ra-raaguu,
rarai,tio,rarai,clitic constr,,1PL.IN.IPFV=3SG.PRON,tam = pron,,rara=i,
raramun,tio,raramun,adj,anoo ; maraboro,RED-smooth,,,ra-ramun,
rarao,tio,rarao,n2,poha_1,,,,,
raraokana,tio,raraokana,n3,,,,,,
rare,tio,rare,vi/vt,tau_varaarare ; varaarare ; varaarare_ni,,,,,
rasuu,tio,rasuu,n2,ariono_2 ; hopo_1 ; kara_kave ; mohina ; raviana ; tagihu,,,,,
rau,tio,rau,adv,en_rau,DEM5,,,rau,
rava,tio,rava,vt,pihae,,,,,
ravarava,tio,ravarava,n3,uvuuvu,,,,,
raviana,tio,raviana,n3,kara_raviana,,,,,
ravun,tio,ravun,vi,haopi,,,,,
LX000037,tio,ra=,tam,LX000076 ; maara_2 ; raara_1 ; rae,1PL.IN.IPFV,,,ra=,=ra
re,tio,re,conj,ne_2 ; paa ; repaa,CONSEC,,,re,
reasi,tio,reasi,vi/vt,reasi_ni ; vareasi ; varereasi,,,,,reas
reasi_ni,tio,reasi ni,vt.constr,,dislike APPL,vt - appl,,reasi ni,
ree,tio,ree,interjection,,,,,,
reeree,tio,reeree,n2,maurata_2,,,,,
reesaa,tio,reesaa,n3,,,,,,
reet,tio,reet,n3,,,,,,
reh,tio,reh,interjection,,,,,,
rehe,tio,rehe,interjection,,,,,,
rekaha,tio,rekaha,vi,akoita ; vaarekaha,,,,,
reke_1,tio,reke,vt,,,,,,
reke_2,tio,reke,vi,,,,,,
repaa,tio,repaa,clitic constr,paa,CONSEC=TAM3,conj = tam,,re=paa,
repirepi,tio,repirepi,vt,huvi,,,,,
rerau_1,tio,rerau,conj,,,,,,
rerau_2,tio,rerau,adv,,,,,,
rerevasin,tio,rerevasin,vi,avuisi ; revasin_1,RED-blood,,,re-revasin,
revasin_1,tio,revasin,n2/n3,bakubaku ; goroto,,,,,
revasin_2,tio,revasin,n2,maurata_1 ; tanetaneo_3 ; varerevasin,,,,,
ri_1,tio,ri,object marker,batari_1 ; kiri_2 ; ori,3PL.OBJM,,,ri,=ri
ri_2,tio,ri,tam,LX000078 ; LX000039 ; riori_2 ; ririori ; rori,3PL.IPFV,,,ri,ri=; =ri=; =ri
ri_3,tio,ri,possessive marker,ipinoo ; ori ; ria_3 ; riori_3,3PL.POSS,,,ri,=ri=
ria_1,tio,ria,clitic constr,Siapani ; kan_1 ; ria_2 ; ria_3,3PL.OBJM=ART2.SG,object marker = art,,ri=a,
ria_2,tio,ria,clitic constr,LX000078 ; riori_1 ; rori,3PL.IPFV=ART2.SG,tam = art,,ri=a,
ria_3,tio,ria,clitic constr,hena ; kavara_1 ; kuri ; ria_1 ; ria_2,3PL.POSS=ART2.SG,possessive marker = art,,ri=a,
riam,tio,riam,clitic constr,,3PL.OBJM=2PL.PRON,object marker = pron,,ri=am,
riere,tio,riere,clitic constr,ere,3PL.OBJM=ART1.PL,object marker = article,,ri=ere,
rigaha,tio,rigaha,vt,rigarigaha ; tarigaha ; taritarigaha,,,,,
rigarigaha,tio,rigarigaha,vt,,RED-untie,,,riga-rigaha,
rigun,tio,rigun,vt,rigunu ; urisi_2,,,,,rigunu
rigun_a_kuriman,tio,rigun a kuriman,vi.constr,rigun,roll.up ART2.SG hand-2SG.POSS-2SG.PRON,vt - NP,,rigun a kuri-m-an,
rigunu,tio,rigunu,vt,orovi ; rigun ; urisi_2,,,,,rigun
rihina_1,tio,rihina,n2.constr,rihina_2 ; rihinae,proximity-3SG.POSS=ART2SG,n = art,,rihi-n=a,
rihina_2,tio,rihina,prep,kao_rihina ; obete_rihina ; sun_rihina ; vavaarihi,,,,,
rihinae,tio,rihinae,n2.constr,rihina_1 ; rihina_2,proximity-3SG.POSS=3SG.PRON,n = pron,,rihi-na=e,
rihirihi,tio,rihirihi,n3,kirisi_1 ; rahirahi_3 ; siipoo,,,,,
rii,tio,rii,n3,,,,,,
riirihi,tio,riirihi,n3,rahirahi_3 ; rihirihi,RED-stripe,,,rii-rihi,
riirivi,tio,riirivi,n2,,,,,,
riiroo,tio,riiroo,n3,,,,,,
rikirikii,tio,rikirikii,n2,,,,,,
rina,tio,rina,clitic constr,,3PL.OBJM=3SG.IPFV,object marker = tam,,ri=na,
rio_1,tio,rio,clitic constr,ria_1,3PL.OBJM=ART2.PL,object marker = art,,ri=o,
rio_2,tio,rio,clitic constr,,3PL.IPFV=ART2.PL,tam = art,,ri=o,
rio_3,tio,rio,clitic constr,,3PL.POSS=ART2.PL,possessive marker = art,,ri=o,
riori_1,tio,riori,clitic constr,ri_1,3PL.OBJM=3PL.PRON,object marker = pron,,ri=ori,
riori_2,tio,riori,clitic constr,ori ; LX000039,3PL.IPFV=3PL.PRON,tam = pron,,ri=ori,
riori_3,tio,riori,clitic constr,ba ; ri_3,3PL.POSS=3PL.PRON,possessive marker = pron,,ri=ori,
ripisi,tio,ripisi,n2,,,,,,
riporipoto,tio,riporipoto,vt,ripoto,RED-grab,,,ripo-ripoto,
ripoto,tio,ripoto,vt,ipoto ; riporipoto ; variporipoto ; varipoto,,,,,
ririori,tio,ririori,clitic constr,ori ; ri_1 ; ri_2,3PL.OBJM=3PL.IPFV=3PL.PRON,object marker = tam = pron,,ri=ri=ori,ri riori
riririi,tio,riririi,vi,,,,,,
rirori,tio,rirori,clitic constr,,3PL.OBJM=3PL.IPFV,object marker = tam,,ri=rori,
riu_1,tio,riu,n3,,,,,,
riu_2,tio,riu,clitic constr,u_2,3PL.OBJM=IMM,object marker = tam,,ri=u,
rivo,tio,rivo,n2,kioru_2 ; kopokopomate,,,,,
rivo_gunun,tio,rivo gunun,adj.constr,rivo_kiririi,mouth,n - adj,,rivo gununu,
rivo_kahee,tio,rivo kahee,adj.constr,,mouth deformed,n - adj,,rivo kahee,
rivo_kakaniva,tio,rivo kakaniva,adj.constr,buoto,mouth sharp,n - adj,,rivo kakaniva,
rivo_kiririi,tio,rivo kiririi,adj.constr,kiririi_3 ; rivo_gunun,mouth high.pitched,n - adj,,rivo kiririi,
rivo_kopis,tio,rivo kopis,adj.constr,birii,mouth pointed,n - adj,,rivo kopis,
rivo_na_soo,tio,rivo na soo,n2.constr,,mouth 3SG.POSS=ART2.SG saw,n - NP,,rivo n=a soo,
rivohana,tio,rivohana,n2,,,,,,
rivonaa,tio,rivonaa,n2.constr,,mouth=1SG.PRON,n = pron,,rivo=naa,
rivonae,tio,rivonae,n2.constr,,mouth-3SG.POSS=3SG.PRON,n = pron,,rivo-na=e,
rivuhu,tio,rivuhu,n2,avuin_1 ; nene_1 ; vuvuatovo,,,,,
LX000038,tio,ri=,object marker,ria_1 ; rio_1,3PL.OBJM=,,,ri=,
LX000039,tio,ri=,tam,riori_2 ; ririori,3PL.IPFV,,,ri=,
roanabai,tio,roanabai,n1,takin,,,,,
roava_1,tio,roava,n2,boobon_1 ; ropo,,,,,
roava_2,tio,roava,n2,sivao_2,,,,,
roava_3,tio,roava,n2,bon_1 ; evo ; gaagaga_1 ; genun,,,,,
roava_4,tio,roava,n2,tobina_roava,,,,,
roava_5,tio,roava,vi,varoava ; varoroava,,,,,
robono,tio,robono,vt,suvin_1 ; unu,,,,,
roborobono,tio,roborobono,vt,,,,,,
roge,tio,roge,n3,kara_roge ; roveana_1,,,,,
roho,tio,roho,adv,karoho_anaa ; nabunuu,,,,,
rohori,tio,rohori,clitic constr,ori ; roho,before=3PL.PRON,adv = pron,,roho=ori,
rokoitoa,tio,rokoitoa,n2,ovunaa,,,,,
rokoroko,tio,rokoroko,n2,,,,,,
rokorokoo,tio,rokorokoo,n3,,,,,,
rom_1,tio,rom,n3,koinia_1 ; riirivi,,,,,
rom_2,tio,rom,vt,romrom_2 ; tarom ; varom_ni,,,,,
rom_3,tio,rom,n2,koro_1 ; toraaraa,,,,,
rom_4,tio,rom,adv,vaaromuna,,,,,
rom_kukan,tio,rom kukan,vt.constr,hinae,slice three,vt - numeral,,rom kukan,
rom_kurusu,tio,rom kurusu,vt.constr,govuhu ; poana ; tagava_1,slice cut.off,vt - vt,,rom kurus,rom kurusu
rom_overe,tio,rom overe,n3.constr,vaanoto,stem coconut.palm,n - n,,rom overe,
rom_suku,tio,rom suku,vt.constr,,cut.crosswise,vt - prep,,rom suku,
romrom_1,tio,romrom,vt,taovu_1,RED-slice,,,rom-rom,
romrom_2,tio,romrom,n2,rom_3,RED-slice,,,rom-rom,
romrom_3,tio,romrom,n2/n3,rom_1 ; rom_2,RED-stem,,,rom-rom,
romrom_vakakato,tio,romrom vakakato,vt.constr,rom_1 ; rom_2 ; vakakato,RED-slice ADVR-short,vt - adv,,rom-rom va-kakato,
rooa,tio,rooa,n3,,,,,,
roomi,tio,roomi,vi,,,,,,
roororo,tio,roororo,n2,dora,,,,,
rooroto_1,tio,rooroto,vt,nasi ; rahi_rooroto,RED-tie.up,,,roo-roto,
rooroto_2,tio,rooroto,vt,pasu_araa,,,,,
roosuu,tio,roosuu,n1,,,,,,
rootoo,tio,rootoo,n2,subu_2 ; vaapita,,,,,
roovu,tio,roovu,n2,poonata ; suin ; tokotokoo_paru,,,,,
roovu_kokobusu,tio,roovu kokobusu,n2.constr,kokobusu ; roovu,grouper sea cucumber?,n - n,,roovu kokobus,roovu kokobus
ropo,tio,ropo,vi,,,,,,
roporopo,tio,roporopo,vi,ropo,RED-set,,,ropo-ropo,
ropu,tio,ropu,vt,,,,,,
ropusu,tio,ropusu,vt,pute,,,,,
roravita,tio,roravita,n3,kave_goroto ; vaataena_kave,,,,,
rori,tio,rori,tam,LX000078,3PL.IPFV,,,rori,
roromaio,tio,roromaio,n2,vananaovo,,,,,
rosin,tio,rosin,vi,naabu_ni,,,,,
rosin_hopo_vo,tio,rosin hopo vo,vi.constr,hopo_1 ; kuu_hopo_vo ; rosin,flee enter GOAL,vi - vi - prep,,rosin hopo vo,
rosin_kahi,tio,rosin kahi,vt.constr,tanaa_1,flee from,vi - prep,,rosin kahi,
LX000040,tio,rosin me/mi,vt,,flee with,,,rosin me/mi,
rosin_ni,tio,rosin ni,vt.constr,,flee APPL,vi - appl,,rosin ni,
rosin_tagihu,tio,rosin tagihu,vi.constr,tagihu,flee go.into.the.jungle,vi - vi,,rosin tagihu,
rosin_vamee,tio,rosin vamee,vi.constr,,flee escape,vi - vi,,rosin vamee,
rosiniu,tio,rosiniu,vi.constr,rosin,run.away=IMM,vi = tam,,rosini=u,
rosirosin,tio,rosirosin,vi,rosin,RED-flee,,,rosi-rosin,
roto_govara,tio,roto govara,vt,rooroto_1 ; vaaroto ; varovaroto,tie.strongly behead,,,roto govara,
rova_1,tio,rova,vi,matapaku ; varovarova ; voosu_rova_maa,,,,,
rova_2,tio,rova,adv,,,,,,
rova_3,tio,rova,vt,kahii_2,,,,,
rova_kahi,tio,rova kahi,vt.constr,,disappear from,vi - prep,,rova kahi,
roveana_1,tio,roveana,n2,kakavei ; kave_goroto,,,,,
roveana_2,tio,roveana,vt,ibun_1,,,,,
rovi,tio,rovi,vt,kiikina ; nahu_1 ; nin_mataa,,,,,
roviho,tio,roviho,n2,hatana,,,,,
rovirovi,tio,rovirovi,vi/vt,paapao,,,,,
rovivi,tio,rovivi,n3,buhaha,,,,,
ruava,tio,ruava,n3,uruava,,,,,
rudaha,tio,rudaha,vt,tarudaha,,,,,
ruegaga_moorii,tio,ruegaga moorii,n2.constr,moorii_2 ; sukaa_2,water-drink citrus.fuit,n - n,,rue-gaga moorii,
ruene_1,tio,ruene,n2,pahana ; pipi,,,,,
ruene_2,tio,ruene,n2,maa_2 ; rokoitoa ; ruene_3 ; tahii_2,,,,,
ruene_3,tio,ruene,n3,kururu ; riu_1,,,,,
ruene_4,tio,ruene,vi,ruene_1,,,,,
ruene_gaga,tio,ruene gaga,n2.constr,gaga_1 ; gaga_2 ; miraa ; ruene_2,freshwater drink,n - vt,,ruene gaga,
rueoro,tio,rueoro,n2,oro_1 ; ruene_1,water-flow,,,rue-oro,
rueruene,tio,rueruene,vi,ruene_2 ; ruruene,RED-water,,,rue-ruene,ruruene
ruhana,tio,ruhana,vt,vaaruhana,,,,,
ruhu,tio,ruhu,n3,porete_2,,,,,
ruke,tio,ruke,vt,taruke_kahi,,,,,
rukeruke,tio,rukeruke,vt,ruke,RED-pull.out,,,ruke-ruke,
rupi,tio,rupi,n2/n3,vabooboha,,,,,
rupirupi,tio,rupirupi,n3,vasu_peree,,,,,
ruru,tio,ruru,vt,,,,,,
ruruene,tio,ruruene,adj,ruene_2,RED-fresh.water,,,ru-ruene,rueruene
rurun_ni,tio,rurun ni,vt.constr,tarurun,drop APPL,vt - appl,,rurun ni,
ruruvuna,tio,ruruvuna,adj,ruuvu ; ruvu,,,,,
rutaa_1,tio,rutaa,adj,beera_1 ; varutaa_1 ; varutaa_2 ; varutaa_3 ; varuvarutaa,,,,,
rutaa_2,tio,rutaa,n3,,,,,,
rutaa_oha,tio,rutaa oha,vt.constr,beera_oha_1 ; rutaa_1,small exceed,adj - vt,,rutaa oha,
rutaa_vo,tio,rutaa vo,vi.constr,kakaniva_vo ; rutaa_1,small like,adj - prep,,rutaa vo,
rutarutaa,tio,rutarutaa,adj,bebeera_1 ; vahavahara,RED-little,,,ruta-rutaa,
rutarutaa_oha,tio,rutarutaa oha,vi.constr,rutaa_oha,RED-small exceed,adj - vt,,ruta-rutaa oha,
ruuruu,tio,ruuruu,vi,,,,,,
ruuvu,tio,ruuvu,vi,dovo ; goo ; nava_2 ; ruvu,,,,,ruvu
ruuvu_goroto,tio,ruuvu goroto,vi.constr,goroto,dive turtle,vi - n,,ruuvu goroto,
ruuvu_gunaha,tio,ruuvu gunaha,vi.constr,,dive go.down,vi - vi,,ruuvu gunaha,
ruuvu_hopo,tio,ruuvu hopo,vi.constr,komana_tahii ; ruuvu,dive enter,vi - vi,,ruuvu hopo,
ruuvu_iana,tio,ruuvu iana,vi.constr,maavu,dive fish,vi - n,,ruuvu iana,
ruuvuruuvu_mi,tio,ruuvuruuvu mi,vt.constr,ruuvu,RED-dive with,vi - prep,,ruuvu-ruuvu mi,
ruviruvin,tio,ruviruvin,adj,,,,,,
ruvisi,tio,ruvisi,vt,kimisi,,,,,
ruvu,tio,ruvu,vi,ruuvu,,,,,ruuvu
sa_1,tio,sa,art,kamaraara ; karaara,PART.ART,,,sa,
sa_mata,tio,sa mata,n2.constr,maa_1 ; mata_3 ; ta_2,PART.ART PLM-piece,art - n - n,,sa maa=ta,
Saarere,tio,Saarere,n3,,,,,,
saavoro,tio,saavoro,n2,,,,,,
saavun,tio,saavun,n3,borekape ; buaku_saavun ; peho_saavun,,,,,
sabin,tio,sabin,neg,bin ; LX000043,,,,,sabun
sabun,tio,sabun,neg,,,,,,sabin
saenisi,tio,saenisi,n2,,,,,,
sahata,tio,sahata,n2,,,,,,
saka_bin,tio,saka bin,negconstr,LX000041,NEG1 yet,neg - adv,,saka bin,
LX000041,tio,saka...haa,neg.constr,manin_2 ; LX000043 ; saka_bin,NEG1...NEG2,neg...neg,,saka...haa,
sakosakopo,tio,sakosakopo,n2,,,,,,
saku,tio,saku,vi,sakusaku,,,,,
sakusaku,tio,sakusaku,adv,saku,RED-quickly,,,saku-saku,
LX000042,tio,samin...haa,neg.constr,manin_2,NEG1=at.all...NEG2,neg = adv...neg,,sa=min...haa,
sana,tio,sana,adv,kurusu_1 ; vaoha,,,,,
sanasana,tio,sanasana,adv,sana,RED-indeed,,,sana-sana,
Sande,tio,Sande,n3,bon_penapena,,,,,
sanlong,tio,sanlong,n3,marai,,,,,
saopo,tio,saopo,n3,,,,,,
saoro,tio,saoro,n3,tahii_2 ; vaanini_mataa,,,,,
sapirin,tio,sapirin,vi,makaree,,,,,
sapusaka,tio,sapusaka,vi,kara_rovivi,,,,,
sareai,tio,sareai,n2,niiri ; obai,,,,,
sarep,tio,sarep,n2,,,,,,
saruvee,tio,saruvee,n2,iri ; matanima,,,,,
sasaku,tio,sasaku,n3,,,,,,
sau_1,tio,sau,adv,havee ; LX000068,,,,,
sau_2,tio,sau,adv,vo_2 ; LX000069 ; vosau_2,,,,,
savusavun,tio,savusavun,n3,saavun,RED-ten,,,savu-savun,
LX000043,tio,sa...haa,neg.constr,LX000041,NEG1 ... NEG2,neg ... neg,,sa...haa,
sege,tio,sege,vi,vasegesege,,,,,
seige,tio,seige,n2,seige ; vaasun_pina,,,,,
seisei,tio,seisei,n2,,,,,,
serete,tio,serete,n3,,,,,,
sia,tio,sia,n2,kara_obai,,,,,
Siapani,tio,Siapani,n2,,,,,,
sibo,tio,sibo,n3,subiri,,,,,
sibono_1,tio,sibono,vt/vd,pesupaava,,,,,
sibono_2,tio,sibono,n2,,,,,,
sibono_iana_ni,tio,sibono iana ni,vt.constr,pesupaava,roast fish APPL,vt - n - appl,,sibono iana ni,
sibono_kavuraa,tio,sibono kavuraa,n2.constr,,roast copra,n - n,,sibono kavuraa,
sibusibuhu,tio,sibusibuhu,vt,,RED-hinder,,,sibu-sibuhu,
sigaara,tio,sigaara,n2,,,,,,
sigauva,tio,sigauva,n3,kara_roge ; kara_sigauva ; kuna_2,,,,,
sigooru,tio,sigooru,vi,kaukau ; vaasigooru ; vana_2 ; vasigosigooru,,,,,sigoru
siguru_1,tio,siguru,vi,,,,,,
siguru_2,tio,siguru,n3,vaatakaha,,,,,
sii,tio,sii,determiner,,DIM,,,sii,
sii_hum_koa,tio,sii hum koa,n3.constr,,and DIM piece only,determiner - n - particle,,sii hum koa,
siipoo,tio,siipoo,n3,,,,,,
siisia,tio,siisia,n1/n2,too_vaasusu,,,,,
siisira_1,tio,siisira,vt,,,,,,
siisira_2,tio,siisira,n2,,,,,,
siisiri,tio,siisiri,n3,,,,,,
siisisibu,tio,siisisibu,vi,sisibu,RED-bathe,,,sii-sisibu,
sikaari,tio,sikaari,n3,,,,,,
siki,tio,siki,vt,ohita_2 ; vuvuatovo,,,,,
siki_boha,tio,siki boha,vt.constr,tasu_boha_ni,crush break,vt - vt,,siki boha,
siki_booboha,tio,siki booboha,vt.constr,tapeesi,crush RED-break,vt - vt,,siki boo-boha,
siki_ohita,tio,siki ohita,vi.constr,ohita_2,crush galip.nut,vt - n,,siki ohita,
sikioti,tio,sikioti,n3,korosu,,,,,
sikiri_1,tio,sikiri,n3,keeroo ; makaree,,,,,
sikiri_2,tio,sikiri,n3,huha_atovo ; veveo_1,,,,,
sikiri_3,tio,sikiri,adj,vaasikiri ; vaasikiri_ki,,,,,
sikisiki,tio,sikisiki,vt,siki ; varae,RED-crack,,,siki-siki,
sikisikinaakaa,tio,sikisikinaakaa,n2,siki_ohita,,,,,
siko,tio,siko,vi,huan,,,,,
siko_vamihimihii,tio,siko vamihimihii,vi.constr,mihimihii ; vamihimihii,fall ADVR-RED-hard,vi - adv,,siko_va-mihi-mihii,
sikusikuuru,tio,sikusikuuru,vi,sikuuru_2,RED-learn,,,siku-sikuuru,
sikuuru_1,tio,sikuuru,n2,,school,,,sikuuru,
sikuuru_2,tio,sikuuru,vi/vt,sikusikuuru ; vavaasikuuru,,,,,
sikuuru_ni,tio,sikuuru ni,vt.constr,vaasusu_ni_2,learn APPL,vi - appl,,sikuuru ni,
simatonanee,tio,simatonanee,adv,,,,,,
simeere_1,tio,simeere,n3,,,,,,
simeere_2,tio,simeere,n2,,,,,,
Simura,tio,Simura,n1,,,,,,
sin,tio,sin,adv,,,,,,
sina,tio,sina,n3,,,,,,siinaa
sina-,tio,sina-,n1,man ; sinana_2 ; sinariori,mother,,,sina-,
sinaka,tio,sinaka,n3,iobo ; miimiana ; sinivi_suuna,,,,,
sinaman,tio,sinaman,n1.constr,man,mother-2SG.POSS-2SG.PRON,n = pron,,sina-m=an,
sinamanam,tio,sinamanam,n1.constr,,mother-1PL.EX.POSS=1PL.EX.PRON,n = pron,,sina-ma-nam,
sinameam,tio,sinameam,n1.constr,sina-,mother-2PL.POSS=2PL.PRON,n = pron,,sina-me=am,
sinana_1,tio,sinana,n1.constr,sinanae,mother-3SG.POSS=ART2.SG,n = art,,sina-n=a,
sinana_2,tio,sinana,n3,sina-,mother-DEREL,,,sina-na,
sinana_ni,tio,sinana ni,vt.constr,sinana_2,mother-DEREL APPL,n - appl,,sina-na ni,
sinanae,tio,sinanae,n1.constr,sinana_1 ; sinana_2,mother-3SG.POSS=3SG.PRON,n = pron,,sina-na=e,
sinane,tio,sinane,n1.constr,sinana_1,mother-3SG.POSS=ART1.SG,n = art,,sina-n=e,
sinano,tio,sinano,vt,,,,,,
sinaraara,tio,sinaraara,n1.constr,ba ; sina-,mother-1PL.IN.POSS-1PL.IN.PRON,n = pron,,sina-ra=ara,
sinario,tio,sinario,n1.constr,sina-,mother-3PL.POSS=ART2.PL,n = art,,sina-ri=o,
sinariori,tio,sinariori,n1.constr,ba_sinariori,mother-3PL.POSS=3PL.PRON,n = pron,,sina-ri=ori,
sinarona,tio,sinarona,n2,aranavi ; kaabusii,,,,,
sinavusu,tio,sinavusu,vt,,,,,,
sine,tio,sine,n1.constr,sinane,mother.ART1.SG,n = art,,sine,
sinivi_1,tio,sinivi,n3,kaesi ; mona ; potee_1 ; sinivi_suuna ; tahoa,,,,,
sinivi_2,tio,sinivi,n3,hiiruu_sinivi ; naosinivi,,,,,naosinivi
sinivi_iana,tio,sinivi iana,n3.constr,,canoe fish,n - n,,sinivi iana,
sinivi_suuna,tio,sinivi suuna,n3.constr,aga ; potee_1,canoe indigenous,n - adj,,sinivi suuna,
sinoo_1,tio,sinoo,n2/n3,,,,,,sino
sinoo_2,tio,sinoo,n2/n3,kakavei ; kave_baoru,,,,,
sinoo_no_pihae,tio,sinoo no pihae,n3.constr,pihae ; sikiri_2 ; veveo_2,bone 3SG.POSS=ART3.SG,n - NP,,sinoo n=o pihae,
sinoo_vaa_tobina,tio,sinoo vaa tobina,n3.constr,sinoo_1 ; siri_atovo ; tobina,bone LNK middle,n - linker - n,,sinoo vaa tobina,
sinosinoana,tio,sinosinoana,adj,sinoo_1,RED-bone-ADJR,,,sino-sino-ana,
sinsintogeren,tio,sinsintogeren,n2,,,,,,
sioti,tio,sioti,n3,rigaha,,,,,
sipii,tio,sipii,vi,,,,,,
sipirito,tio,sipirito,n2,voata,,,,,
sipoana_1,tio,sipoana,vi/vt/vd,vaasipoana_1,,,,,
sipoana_2,tio,sipoana,n3,vaasipoana_2,,,,,
sipsip,tio,sipsip,n2,meemee_2,,,,,
sipun,tio,sipun,n2,,,,,,
siraviki,tio,siraviki,vi,asiasiriva,,,,,
siri_1,tio,siri,vt,tasiri ; tasitasiri ; vaasiri_ki,,,,,
siri_2,tio,siri,vi,ena,,,,,
siri_atovo,tio,siri atovo,vi.constr,atovo_1,tear sago.palm,vt - n,,siri atovo,
siri_kahi,tio,siri kahi,vd.constr,,tear.off from,vt - prep,,siri kahi,
siri_kopaa,tio,siri kopaa,vt.constr,kopaa,tear cut.from.top.to.bottom,vt - vt,,siri kopaa,
siri_vakiririi,tio,siri vakiririi,vt.constr,kiririi_2,tear CAUS-thin,vt - vt,,siri va-kiririi,
sirisiri,tio,sirisiri,vt,siri_1,RED-tear.into.strips,,,siri-siri,
siroaka_1,tio,siroaka,n3,taketakepo,,,,,
siroaka_2,tio,siroaka,n2,vakarapi,,,,,
sirusirutaa,tio,sirusirutaa,adj,,RED-DIM-little,,,siru-si-rutaa,
sisi_1,tio,sisi,vt,,,,,,
sisi_2,tio,sisi,n2,,,,,,
sisibu,tio,sisibu,vi/vt,sisibu_ni ; sisibuu ; vasiisisibu ; vasisibu,,,,,sisibuu
sisibu_ni,tio,sisibu ni,vt.constr,sisibu,bathe APPL,vi - appl,,sisibu ni,
sisibuu,tio,sisibuu,vt,sisibu,,,,,sisibu
sisiki,tio,sisiki,vt,siki ; sikisiki,RED-crush,,,si-siki,
sisikooru,tio,sisikooru,vi,,,,,,
sisikooru_ni,tio,sisikooru ni,vt.constr,,spy APPL,vi - appl,,sisikooru ni,
sisimarai,tio,sisimarai,n2,sibo,,,,,
sisira_1,tio,sisira,vt,,,,,,
sisiruene,tio,sisiruene,n2,Gaagaga_Ruene,,,,,
Sitaegoraa_2,tio,Sitaegoraa,n1,,,,,,
sitaegoraa_1,tio,sitaegoraa,n2,,,,,,
sitiring,tio,sitiring,n2,kave_sitiring_1,,,,,
sitoa,tio,sitoa,n2,von_1,,,,,
sitono,tio,sitono,n2,maraahiri ; toopei,,,,,
sivao_1,tio,sivao,n1/n2,roava_1,,,,,
sivao_2,tio,sivao,n2,roava_2,,,,,
sivao_3,tio,sivao,n2,sivao_1 ; taonim ; vaabuaku_1,,,,,
sivao_a_takepo,tio,sivao a takepo,n2.constr,takepo,moon ART.2SG ACAUS-chop,n - AP,,sivao a ta-kepo,
sivasu,tio,sivasu,n2,barii_1,,,,,
skul_1,tio,skul,n2,kaokahi ; taneo,,,,,
skul_2,tio,skul,vi,vavaaskul,,,,,
soko,tio,soko,n3,,,,,,
soo_1,tio,soo,n2,pusu_hiovu_2,,,,,
soo_2,tio,soo,vt,eibi,,,,,
soreke,tio,soreke,n2,goroto,,,,,
sosopene,tio,sosopene,n2,keetoro ; nahu_1,,,,,
sovee_me,tio,sovee me,interrogative constr,,why and4,adv - conj,,sovee me,
spakman,tio,spakman,n2,,,,,,
sua_1,tio,sua,n2,hupihupi ; unava,,,,,
sua_2,tio,sua,n2,atai,,,,,
sua_3,tio,sua,n1,ba ; vaasuana ; vanaanaha_1,,,,,
subaaka,tio,subaaka,n2,pasuhupi,,,,,
subiri,tio,subiri,n2,arau ; kukusu,,,,,
subiriina,tio,subiriina,n2,miraa,,,,,
subu_1,tio,subu,n1,bubuu ; tom_subuna,,,,,
subu_2,tio,subu,vi,subusubu,,,,,
subu_3,tio,subu,n3,rootoo ; tapuhaka,,,,,
subu_oha,tio,subu oha,vi.constr,piipii_oha,swell exceed,vi - adv,,subu oha,
subuava,tio,subuava,n1/n2,subusubuava,,,,,
subuava_oraa,tio,subuava oraa,n1/n2.constr,me_4 ; oraa,,n - n,,,
subugeren,tio,subugeren,vi,,,,,,
subui_1,tio,subui,n3,apesuu ; kasiree ; kenekenevio ; subui_2,,,,,
subui_2,tio,subui,vi,,,,,,
subuman,tio,subuman,n1.constr,bubuu ; subu_1,grandparent-2SG.POSS=2SG.PRON,n - pron,,subu-m=an,
subumeam,tio,subumeam,n1.constr,,gransparent-2PL.POSS=2PL.PRON,n = pron,,subu-me=am,
subunae,tio,subunae,n1.constr,,grandparent-3SG.POSS=3SG.PRON,n = pron,,subu-n=e,
subunaie,tio,subunaie,n1,,,,,,
subunubu,tio,subunubu,adv,vaasubunubu_ni,,,,,
suburio,tio,suburio,n1.constr,,grandparent-3PL.POSS=ART2.PL,n = art,,subu-ri=o,
suburiori,tio,suburiori,n1,tom_subuna ; vaatagava_ki,grandparent-3PL.POSS=3PL.PRON,n = pron,,subu-ri=ori,
subusubu,tio,subusubu,vi,subu_2,RED-swell,,,subu-subu,
subusubuava,tio,subusubuava,n2,subuava,RED-old.woman,,,subu-subuava,
subusubuna_beiko,tio,subusubuna beiko,n2.constr,tom_subuna,RED-grandparent-3SG-POSS=ART2.SG child,n - NP,,subu-subu-n=a beiko,
sue_1,tio,sue,vt,boha_voen ; moroko_1 ; vasue,,,,,
